en_a	Gen_b	Ortholog_Status	Species_with_Ortholog	Hormone	Duplicated_Ortholog
Solyc03g083270	Capana03g002017;Capana06g002534	Has Ortholog	Dom. pepper	Ethylene	TRUE
Solyc03g083270	PGSC0003DMP400016077\tPGSC0003DMT400023575	Has Ortholog	Potato	Ethylene	FALSE
Solyc03g083270	SLYcer03g03330	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc03g083270	Sopen03g023020	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc03g083270	SPI03g03414	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc03g096080	Capang03g002492	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc03g096080	Capana03g002798	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc03g096080	PGSC0003DMP400021140\tPGSC0003DMT400031163;PGSC0003DMP400036065\tPGSC0003DMT400053481	Has Ortholog	Potato	Ethylene	TRUE
Solyc03g096080	SLYcer03g03856	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc03g096080	Sopen03g026160	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc03g096080	SPI03g03913	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc03g096090	Capang03g002491	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc03g096090	Capana03g002591	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc03g096090	PGSC0003DMP400021136\tPGSC0003DMT400031154	Has Ortholog	Potato	Ethylene	FALSE
Solyc03g096090	SLYcer03g03830	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc03g096090	Sopen03g026190	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc03g096090	SPI03g03887	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc03g096100	SLYcer03g03833	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc03g096130	SLYcer03g03837	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc03g096130	Sopen03g026200;Sopen03g026210;Sopen03g026240;Sopen03g026270	Has Ortholog	S. pennellii	Ethylene	TRUE
Solyc03g096130	SPI03g03893	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc03g096250	PGSC0003DMP400021140\tPGSC0003DMT400031163;PGSC0003DMP400036065\tPGSC0003DMT400053481	Has Ortholog	Potato	Ethylene	TRUE
Solyc03g096250	SLYcer03g03856	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc03g096250	Sopen03g026350	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc03g096250	SPI03g03913	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc03g096260	NA	No Ortholog	None	Ethylene	FALSE
Solyc03g097110	Capang03g001660	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc03g097110	Capana03g001722	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc03g097110	PGSC0003DMP400005712\tPGSC0003DMT400008196	Has Ortholog	Potato	Ethylene	FALSE
Solyc03g097110	SLYcer03g03965	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc03g097110	Sopen03g027850	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc03g097110	SPI03g04025	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc03g113220	Capang03g001042;Capang06g000947	Has Ortholog	Wild pepper	Ethylene	TRUE
Solyc03g113220	Capana03g001087;Capana06g001002	Has Ortholog	Dom. pepper	Ethylene	TRUE
Solyc03g113220	PGSC0003DMP400043953\tPGSC0003DMT400065190;PGSC0003DMP400043955\tPGSC0003DMT400065192;PGSC0003DMP400043956\tPGSC0003DMT400065193;PGSC0003DMP400055776\tPGSC0003DMT400083045	Has Ortholog	Potato	Ethylene	TRUE
Solyc03g113220	SLYcer03g04502	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc03g113220	Sopen03g032280	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc03g113220	SPI03g04551	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc03g114800	Capang10g000544	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc03g114800	Capana03g001771	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc03g114800	PGSC0003DMP400042624\tPGSC0003DMT400063308	Has Ortholog	Potato	Ethylene	FALSE
Solyc03g114800	SLYcer03g04671	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc03g114800	Sopen03g033880	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc03g114800	SPI03g04728	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc03g114890	Capang10g000534	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc03g114890	Capana10g000705;Capana10g000707	Has Ortholog	Dom. pepper	Ethylene	TRUE
Solyc03g114890	Sopen03g033970	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc03g114890	SPI03g04738	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc03g115920	Capang03g000731	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc03g115920	Capana03g000796	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc03g115920	PGSC0003DMP400033932\tPGSC0003DMT400050269;PGSC0003DMP400033933\tPGSC0003DMT400050270	Has Ortholog	Potato	Ethylene	TRUE
Solyc03g115920	SLYcer03g04784	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc03g115920	Sopen03g034920	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc03g115920	SPI03g04840	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc03g115930	Capang03g000730	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc03g115930	PGSC0003DMP400033934\tPGSC0003DMT400050271	Has Ortholog	Potato	Ethylene	FALSE
Solyc03g115930	SLYcer03g04785	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc03g115930	Sopen03g034930	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc03g115930	SPI03g04841	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc03g117360	Capang03g000482	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc03g117360	Capana03g000524	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc03g117360	PGSC0003DMP400024847\tPGSC0003DMT400036648	Has Ortholog	Potato	Ethylene	FALSE
Solyc03g117360	SLYcer03g04933	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc03g117360	Sopen03g036250	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc03g117360	SPI03g04990	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc03g117860	PGSC0003DMP400025028\tPGSC0003DMT400036885	Has Ortholog	Potato	Ethylene	FALSE
Solyc03g117860	SLYcer03g04981	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc03g117860	SPI03g05038	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc03g119480	Capang03g000624	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc03g119480	Capana03g000682	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc03g119480	PGSC0003DMP400010128\tPGSC0003DMT400014634;PGSC0003DMP400010129\tPGSC0003DMT400014635;PGSC0003DMP400010130\tPGSC0003DMT400014636	Has Ortholog	Potato	Ethylene	TRUE
Solyc03g119480	SLYcer03g05148	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc03g119480	Sopen03g038330	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc03g119480	SPI03g05209	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc03g119520	Capang03g000622	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc03g119520	Capana03g000680	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc03g119520	PGSC0003DMP400010127\tPGSC0003DMT400014633	Has Ortholog	Potato	Ethylene	FALSE
Solyc03g119520	SLYcer03g05157	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc03g119520	Sopen03g038350	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc03g119520	SPI03g05217	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc03g122350	Capana03g000100;Capana03g000102	Has Ortholog	Dom. pepper	Ethylene	TRUE
Solyc03g122350	PGSC0003DMP400039697\tPGSC0003DMT400058927;PGSC0003DMP400039698\tPGSC0003DMT400058928;PGSC0003DMP400039699\tPGSC0003DMT400058930	Has Ortholog	Potato	Ethylene	TRUE
Solyc03g122350	Sopen03g041120;Sopen03g041130	Has Ortholog	S. pennellii	Ethylene	TRUE
Solyc03g122360	Capana03g000100;Capana03g000102	Has Ortholog	Dom. pepper	Ethylene	TRUE
Solyc03g122360	PGSC0003DMP400039697\tPGSC0003DMT400058927;PGSC0003DMP400039698\tPGSC0003DMT400058928;PGSC0003DMP400039699\tPGSC0003DMT400058930	Has Ortholog	Potato	Ethylene	TRUE
Solyc03g122360	Sopen03g041120;Sopen03g041130	Has Ortholog	S. pennellii	Ethylene	TRUE
Solyc03g123850	NA	No Ortholog	None	Ethylene	FALSE
Solyc04g007970	Capang05g000935	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc04g007970	Capana05g001097	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc04g007970	PGSC0003DMP400051341\tPGSC0003DMT400075802;PGSC0003DMP400051342\tPGSC0003DMT400075803	Has Ortholog	Potato	Ethylene	TRUE
Solyc04g007970	Sopen04g003110	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc04g007970	SPI04g00392	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc04g018110	Capang05g000025	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc04g018110	Capana05g000028	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc04g018110	PGSC0003DMP400018793\tPGSC0003DMT400027581	Has Ortholog	Potato	Ethylene	FALSE
Solyc04g018110	SLYcer04g01694	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc04g018110	Sopen04g009340	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc04g018110	SPI04g01481	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc04g026030	PGSC0003DMP400041926\tPGSC0003DMT400062273	Has Ortholog	Potato	Ethylene	FALSE
Solyc04g026030	SLYcer04g02168	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc04g026030	Sopen04g013830	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc04g026030	SPI04g01956	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc04g071140	Capang04g001315	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc04g071140	Capana04g001381	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc04g071140	PGSC0003DMP400001500\tPGSC0003DMT400002057	Has Ortholog	Potato	Ethylene	FALSE
Solyc04g071140	SLYcer04g04777	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc04g071140	Sopen04g027090	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc04g071140	SPI04g04258	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc05g005890	Capang00g002710	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc05g005890	Capana00g003979	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc05g005890	PGSC0003DMP400007388\tPGSC0003DMT400010577	Has Ortholog	Potato	Ethylene	FALSE
Solyc05g005890	SLYcer05g00175	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc05g005890	Sopen05g001920	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc05g005890	SPI05g00193	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc05g005900	NA	No Ortholog	None	Ethylene	FALSE
Solyc05g006780	Capang11g001486	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc05g006780	Capana11g001542	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc05g006780	PGSC0003DMP400039207\tPGSC0003DMT400058260;PGSC0003DMP400039208\tPGSC0003DMT400058261	Has Ortholog	Potato	Ethylene	TRUE
Solyc05g006780	SLYcer05g00296	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc05g006780	Sopen05g002720	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc05g006780	SPI05g00325	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc05g007140	Capang00g005480;Capang11g001558	Has Ortholog	Wild pepper	Ethylene	TRUE
Solyc05g007140	Capana11g001603	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc05g007140	PGSC0003DMP400044380\tPGSC0003DMT400065801	Has Ortholog	Potato	Ethylene	FALSE
Solyc05g007140	SLYcer05g00353	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc05g007140	Sopen05g003100	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc05g007140	SPI05g00387	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc05g008440	Capang11g002247	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc05g008440	Capana00g001660	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc05g008440	PGSC0003DMP400053086\tPGSC0003DMT400078367;PGSC0003DMP400053087\tPGSC0003DMT400078368	Has Ortholog	Potato	Ethylene	TRUE
Solyc05g008440	SLYcer05g00488	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc05g008440	Sopen05g004270	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc05g008440	SPI05g00520	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc05g011920	Capang11g001968	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc05g011920	Capana11g002035	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc05g011920	PGSC0003DMP400049196\tPGSC0003DMT400072729	Has Ortholog	Potato	Ethylene	FALSE
Solyc05g011920	SLYcer05g00805	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc05g011920	Sopen05g006660	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc05g011920	SPI05g00846	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc05g013660	Capang11g001211	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc05g013660	Capana11g001206	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc05g013660	PGSC0003DMP400032406\tPGSC0003DMT400047855	Has Ortholog	Potato	Ethylene	FALSE
Solyc05g013660	SLYcer05g01005	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc05g013660	Sopen05g008550	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc05g013660	SPI05g01064	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc05g014230	Capang11g001077	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc05g014230	Capana11g001101	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc05g014230	PGSC0003DMP400019018\tPGSC0003DMT400027919	Has Ortholog	Potato	Ethylene	FALSE
Solyc05g014230	SLYcer05g01082	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc05g014230	Sopen05g009250	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc05g014230	SPI05g01153	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc05g015710	Capang11g000853	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc05g015710	Capana00g001144	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc05g015710	PGSC0003DMP400037929\tPGSC0003DMT400056370	Has Ortholog	Potato	Ethylene	FALSE
Solyc05g015710	SLYcer05g01336	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc05g015710	Sopen05g011160	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc05g025510	Capang00g000179	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc05g025510	SLYcer05g02341	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc05g025510	Sopen05g019720	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc05g025510	SPI05g02923	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc05g048810	Capang05g001340	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc05g048810	Capana05g001661	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc05g048810	PGSC0003DMP400037540\tPGSC0003DMT400055757;PGSC0003DMP400037543\tPGSC0003DMT400055760	Has Ortholog	Potato	Ethylene	TRUE
Solyc05g048810	SLYcer10g02808	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc05g048810	Sopen05g028140	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc05g050800	Capang05g001288	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc05g050800	Capana05g001589	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc05g050800	PGSC0003DMP400012399\tPGSC0003DMT400018012	Has Ortholog	Potato	Ethylene	FALSE
Solyc05g050800	SLYcer10g02657	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc05g050800	Sopen05g029280	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc05g050800	SPI05g04314	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc05g051070	Capang05g001345	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc05g051070	Capana05g001666	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc05g051070	PGSC0003DMP400012374\tPGSC0003DMT400017978	Has Ortholog	Potato	Ethylene	FALSE
Solyc05g051070	SLYcer10g02628	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc05g051070	Sopen05g029520	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc05g051070	SPI05g04346	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc05g052620	Capang05g001599	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc05g052620	Capana05g002018	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc05g052620	SLYcer10g02404	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc05g052620	Sopen05g031150	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc05g052620	SPI05g04567	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g005110	SLYcer06g00263	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g005110	SPI06g00033	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g005890	Capang06g002450	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc06g005890	Capana06g002646	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc06g005890	PGSC0003DMP400036228\tPGSC0003DMT400053727	Has Ortholog	Potato	Ethylene	FALSE
Solyc06g005890	SLYcer06g00358	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g005890	Sopen06g001880	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc06g005890	SPI06g00136	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g008330	Capang06g002770	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc06g008330	Capana06g003010	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc06g008330	PGSC0003DMP400044246\tPGSC0003DMT400065573	Has Ortholog	Potato	Ethylene	FALSE
Solyc06g008330	SLYcer06g00520	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g008330	Sopen06g003180	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc06g008330	SPI06g00305	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g030470	PGSC0003DMP400004044\tPGSC0003DMT400005798;PGSC0003DMP400004045\tPGSC0003DMT400005799	Has Ortholog	Potato	Ethylene	TRUE
Solyc06g030470	SLYcer06g02504	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g030470	Sopen06g009320	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc06g030470	SPI06g02434	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g043140	Capang02g000018	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc06g043140	Capana02g000012	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc06g043140	SLYcer02g02880;SLYcer06g03074	Has Ortholog	Tomato cherry	Ethylene	TRUE
Solyc06g043140	Sopen02g011760	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc06g043140	SPI02g01771	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g048820	Capang06g002021	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc06g048820	Capana06g002369	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc06g048820	PGSC0003DMP400011750\tPGSC0003DMT400017004	Has Ortholog	Potato	Ethylene	FALSE
Solyc06g048820	SLYcer06g03233	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g048820	Sopen06g015110	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc06g048820	SPI06g03128	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g050810	PGSC0003DMP400050753\tPGSC0003DMT400074946	Has Ortholog	Potato	Ethylene	FALSE
Solyc06g050810	SLYcer06g03395	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g050810	Sopen06g016490	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc06g050810	SPI06g03318	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g050930	Capang06g002119	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc06g050930	Capana06g002262	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc06g050930	SLYcer06g03418	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g050930	Sopen06g016660	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc06g050930	SPI06g03340	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g053450	Capang06g001924	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc06g053450	Capana06g002096	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc06g053450	PGSC0003DMP400028552\tPGSC0003DMT400042121	Has Ortholog	Potato	Ethylene	FALSE
Solyc06g053450	SLYcer06g03632	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g053450	Sopen06g018530	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc06g053450	SPI06g03542	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g053760	Capang06g002092	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc06g053760	Capana06g002232	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc06g053760	PGSC0003DMP400028450\tPGSC0003DMT400041982	Has Ortholog	Potato	Ethylene	FALSE
Solyc06g053760	SLYcer06g03663	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g053760	Sopen06g018880	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc06g053760	SPI06g03573	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g061230	Capang00g003104	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc06g061230	PGSC0003DMP400013560\tPGSC0003DMT400019839	Has Ortholog	Potato	Ethylene	FALSE
Solyc06g061230	SLYcer06g04006	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g061230	Sopen06g021430	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc06g061230	SPI06g03877	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g062860	Capang06g001149	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc06g062860	Capana06g001191	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc06g062860	SLYcer06g04072	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g062860	Sopen06g022320	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc06g062860	SPI06g03938	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g065480	Capang06g001330	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc06g065480	Capana06g001396	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc06g065480	PGSC0003DMP400045325\tPGSC0003DMT400067188	Has Ortholog	Potato	Ethylene	FALSE
Solyc06g065480	SLYcer06g04242	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g065480	Sopen06g023970	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc06g065480	SPI06g04106	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g068740	Capang06g001021	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc06g068740	Capana06g001072	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc06g068740	PGSC0003DMP400044334\tPGSC0003DMT400065718	Has Ortholog	Potato	Ethylene	FALSE
Solyc06g068740	SLYcer06g04509	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g068740	Sopen06g026020	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc06g068740	SPI06g04367	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g069190	Capang07g000097	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc06g069190	Capana00g004679	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc06g069190	PGSC0003DMP400007266\tPGSC0003DMT400010418	Has Ortholog	Potato	Ethylene	FALSE
Solyc06g069190	SLYcer06g04558	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g069190	Sopen06g026460	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc06g069190	SPI06g04417	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g069570	Capang06g000973	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc06g069570	Capana00g004735	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc06g069570	PGSC0003DMP400055866\tPGSC0003DMT400083166	Has Ortholog	Potato	Ethylene	FALSE
Solyc06g069570	SLYcer06g04605	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g069570	Sopen06g026870	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc06g069570	SPI06g04464	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g071540	Capang06g000891	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc06g071540	Capana06g000943	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc06g071540	PGSC0003DMP400047049\tPGSC0003DMT400069670	Has Ortholog	Potato	Ethylene	FALSE
Solyc06g071540	SLYcer06g04703	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g071540	Sopen06g027830	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc06g071540	SPI06g04564	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g071810	Capang06g000863	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc06g071810	Capana06g000921	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc06g071810	PGSC0003DMP400047018\tPGSC0003DMT400069633	Has Ortholog	Potato	Ethylene	FALSE
Solyc06g071810	SLYcer06g04731	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g071810	Sopen06g028100	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc06g071810	SPI06g04592	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g072110	Capang06g000804	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc06g072110	Capana06g000854	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc06g072110	PGSC0003DMP400047001\tPGSC0003DMT400069613	Has Ortholog	Potato	Ethylene	FALSE
Solyc06g072110	SLYcer06g04758	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g072110	Sopen06g028400	Has Ortholog	S. pennellii	Ethylene	FALSE
Solyc06g072110	SPI06g04621	Has Ortholog	S. pimp.	Ethylene	FALSE
Solyc06g073340	Capang06g000672	Has Ortholog	Wild pepper	Ethylene	FALSE
Solyc06g073340	Capana06g000720	Has Ortholog	Dom. pepper	Ethylene	FALSE
Solyc06g073340	PGSC0003DMP400046902\tPGSC0003DMT400069483	Has Ortholog	Potato	Ethylene	FALSE
Solyc06g073340	SLYcer06g04891	Has Ortholog	Tomato cherry	Ethylene	FALSE
Solyc06g073340	Sopen06g029720	Has Ortholog	S. pennellii	Ethylene	FALSE
